GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
30	rs7405776	17	36101156	rs7501939	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	17q12	NR	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-?	rs7501939	0	7501939	intron_variant	0	NR	3E-18	17.522878745280337				Illumina [541129]	N
30	rs7405776	17	36101156	rs7501939	2010-09-11	20676098	Takata R	2010-08-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20676098	Genome-wide association study identifies five new susceptibility loci for prostate cancer in the Japanese population.	Prostate cancer	1,583 Japanese ancestry cases, 3,386 Japanese ancestry controls	3,001 Japanese ancestry cases, 5,415 Japanese ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-?	rs7501939	0	7501939	intron_variant	0	NR	1E-12	12.0				Illumina [510687]	N
30	rs7405776	17	36101156	rs7501939	2011-07-30	21743057	Schumacher FR	2011-07-08	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	7,358 European ancestry cases, 6,732 European ancestry controls	17q12	TCF2	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-C	rs7501939	0	7501939	intron_variant	0	NR	2E-6	5.698970004336019		1.19	[1.11-1.28]	Illumina [571243]	N
30	rs7405776	17	36101156	rs7501939	2015-11-17	25877299	Kristiansen W	2015-04-15	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25877299	Two new loci and gene sets related to sex determination and cancer progression are associated with susceptibility to testicular germ cell tumor.	Testicular germ cell tumor	1,326 European ancestry cases, 6,687 European ancestry controls	710 European ancestry case-parent triads, 289 European ancestry cases, 290 European ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-C	rs7501939	0	7501939	intron_variant	0	0.624	1E-9	9.0		1.28	[1.19-1.39]	Illumina [610240]	N
30	rs7405776	17	36101156	rs7501939	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	17q12	NR	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-C	rs7501939	0	7501939	intron_variant	0	0.6	1E-14	14.0	(European)	1.19	[1.14-1.24]	Affymetrix [up to 19977088] (imputed)	N
30	rs7405776	17	36101156	rs7501939	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	17q12	NR	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-C	rs7501939	0	7501939	intron_variant	0	0.6	4E-15	14.397940008672037		1.17	[1.13-1.22]	Affymetrix [up to 19977088] (imputed)	N
30	rs7405776	17	36101156	rs7501939	2017-08-31	28604728	Litchfield K	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604728	Identification of 19 new risk loci and potential regulatory mechanisms influencing susceptibility to testicular germ cell tumor.	Testicular germ cell tumor	5,518 European ancestry cases, 19,055 European ancestry controls	1,801 European ancestry cases, 4,027 European ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-T	rs7501939	0	7501939	intron_variant	0	0.61	3E-20	19.522878745280337		1.25	[1.21–1.30]	Illumina [at least 371504] (imputed)	N
30	rs7405776	17	36101156	rs7501939	2017-09-14	28604732	Wang Z	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604732	Meta-analysis of five genome-wide association studies identifies multiple new loci associated with testicular germ cell tumor.	Testicular germ cell tumor	3,558 European ancestry cases, 13,970 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-T	rs7501939	0	7501939	intron_variant	0	0.38	1E-14	14.0		1.26	1.19–1.34	Illumina [9210350] (imputed)	N
30	rs7405776	17	36101156	rs7501939	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Type 2 diabetes	approximately 459,000 European ancestry individuals	NA	17q12		HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs7501939-?	rs7501939	0	7501939	intron_variant	0	NR	2E-17	16.69897000433602				NR [~ 8900000] (imputed)	N
30	rs10908278	17	36101586	rs8064454	2016-02-12	25939597	Berndt SI	2015-05-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	4,600 European ancestry cases, 2,941 European ancestry controls	7,779 European ancestry cases, 7,623 European ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs8064454-C	rs8064454	0	8064454	intron_variant	0	0.52	8E-29	28.096910013008056		1.24	[1.19‐1.29]	Illumina [1531807] (imputed)	N
30	rs757211	17	36101633	rs12601991	2017-02-03	27197191	Fehringer G	2016-04-20	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations.	Cancer	5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs12601991-T	rs12601991	0	12601991	intron_variant	0	NR	1E-9	9.0		1.1	[NR]	Affymetrix, Illumina [9916564] (imputed)	N
30	rs757211	17	36101633	rs12601991	2017-02-03	27197191	Fehringer G	2016-04-20	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations.	Cancer (pleiotropy)	5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs12601991-T	rs12601991	0	12601991	intron_variant	0	NR	7E-28	27.154901959985743	(subset analysis)			Affymetrix, Illumina [9916564] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2016-12-09	27008869	Chen MM	2016-03-23	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27008869	GWAS meta-analysis of 16 852 women identifies new susceptibility locus for endometrial cancer.	Endometrial cancer	4,907 European ancestry cases, 11,945 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-?	rs11651052	0	11651052	intron_variant	0	0.535	1E-8	8.0		1.16	[NR]	Illumina [9486271] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2017-02-03	27262462	Teerlink CC	2016-06-04	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/27262462	Genome-wide association of familial prostate cancer cases identifies evidence for a rare segregating haplotype at 8q24.21.	Prostate cancer	2,511 European ancestry cases, 1,382 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-A	rs11651052	0	11651052	intron_variant	0	0.435	3E-10	9.522878745280337		1.37	[1.24-1.51]	Illumina [~ 9400000] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2017-10-27	28892062	Akiyama M	2017-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28892062	Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.	Body mass index	up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men	up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls	17q12	NR	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-G	rs11651052	0	11651052	intron_variant	0	0.73	1E-7	7.0	(Japanese, Male)	0.027	[0.017-0.037] kg/m2 increase	Illumina [6108953] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-A	rs11651052	0	11651052	intron_variant	0	0.444815275802543	2E-11	10.698970004336019		1.1	[1.07-1.14]	Affymetrix, Illumina [up to 2500000] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-A	rs11651052	0	11651052	intron_variant	0	NR	3E-9	8.522878745280337	(female)	1.13	[1.09-1.18]	Affymetrix, Illumina [up to 2500000] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2017-12-11	22885922	Morris AP	2012-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22885922	Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.	Type 2 diabetes	6,377 European ancestry male cases, 5,794 European ancestry female cases, 22,243 European ancestry male controls, 34,619 European ancestry female controls	12,938 European ancestry male cases, 8,553 European ancestry female cases, 904 Pakistani ancestry male cases, 274 Pakistani ancestry female cases, 30,273 European ancestry male controls, 25,374 European ancestry female controls, 2,088 Pakistani ancestry male controls, 384 Pakistani ancestry female controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-A	rs11651052	0	11651052	intron_variant	0	NR	7E-6	5.154901959985743	(men)	1.09	[1.05-1.12]	Affymetrix, Illumina [up to 2500000] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2019-04-03	30410027	Gudmundsson J	2018-11-08	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30410027	Genome-wide associations for benign prostatic hyperplasia reveal a genetic correlation with serum levels of PSA.	Benign prostatic hyperplasia and lower urinary tract symptoms	20,621 European ancestry cases, 280,541 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-G	rs11651052	0	11651052	intron_variant	0	0.47	3E-10	9.522878745280337		1.0752687	[1.05-1.1]	Affymetrix, Illumina [42907111] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2019-04-03	30410027	Gudmundsson J	2018-11-08	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30410027	Genome-wide associations for benign prostatic hyperplasia reveal a genetic correlation with serum levels of PSA.	Prostate cancer	11,708 European ancestry cases, 284,184 European ancestry controls	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-G	rs11651052	0	11651052	intron_variant	0	0.53	2E-40	39.69897000433602		1.22	[1.19-1.27]	Affymetrix, Illumina [42907111] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2019-04-04	30410027	Gudmundsson J	2018-11-08	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30410027	Genome-wide associations for benign prostatic hyperplasia reveal a genetic correlation with serum levels of PSA.	Benign prostatic hyperplasia and lower urinary tract symptoms (prostate cancer excluded)	18,138 European ancestry cases, 277,213 European ancestry controls	NA	17q12		HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-G	rs11651052	0	11651052	intron_variant	0	0.53	8E-6	5.096910013008056		1.0526316	[1.03-1.08]	Affymetrix, Illumina [42907111] (imputed)	N
30	rs10908278	17	36102381	rs11651052	2019-04-04	30410027	Gudmundsson J	2018-11-08	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30410027	Genome-wide associations for benign prostatic hyperplasia reveal a genetic correlation with serum levels of PSA.	Prostate-specific antigen levels	33,572 Icelandic ancestry individuals	NA	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11651052-A	rs11651052	0	11651052	intron_variant	0	0.47	2E-24	23.69897000433602		0.058	unit decrease	Affymetrix, Illumina [up to 32463442] (imputed)	N
30	rs10908278	17	36103565	rs11263763	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	17q12	NR	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11263763-A	rs11263763	0	11263763	intron_variant	0	0.519	5E-24	23.30102999566398		1.22	[1.18-1.28]	Affymetrix [up to 19977088] (imputed)	N
30	rs10908278	17	36103565	rs11263763	2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial cancer	2,082 European ancestry endometrioid cases, 130 European ancestry cases,  9,544 European ancestry controls	4,553 European ancestry endometrioid cases, 972 European ancestry cases, 27,600 European ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11263763-A	rs11263763	0	11263763	intron_variant	0	0.54	3E-19	18.522878745280337		1.2	[1.15-1.25]	Illumina [up to 2300000] (imputed)	N
30	rs10908278	17	36103565	rs11263763	2017-01-13	27135401	Cheng TH	2016-05-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27135401	Five endometrial cancer risk loci identified through genome-wide association analysis.	Endometrial endometrioid carcinoma	2,082 European ancestry cases, 9,544 European ancestry controls	4,553 European ancestry cases, 27,600 European ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11263763-A	rs11263763	0	11263763	intron_variant	0	0.54	7E-17	16.154901959985743		1.2	[1.15-1.25]	Illumina [up to 2300000] (imputed)	N
30	rs7405776	17	36103872	rs11658063	2017-10-27	28892062	Akiyama M	2017-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28892062	Genome-wide association study identifies 112 new loci for body mass index in the Japanese population.	Body mass index	up to 72,390 Japanese ancestry women, up to 85,894 Japanese ancestry men	up to 10,048 Japanese ancestry women, up to 5,098 Japanese ancestry men, up to 181,999 European ancestry women, up to 140,155 European ancestry controls	17q12	HNF1B	HNF1B, HNF1B			ENSG00000276194, ENSG00000275410			rs11658063-C	rs11658063	0	11658063	intron_variant	0	0.62	6E-9	8.221848749616356	(Male)	0.024	[0.016-0.032] kg/m2 increase	Illumina [6108953] (imputed)	N
31	rs138213197	17	46805705	rs138213197	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	17q21.32	NR	HOXB13			ENSG00000159184			rs138213197-T	rs138213197	0	138213197	missense_variant	0	0.002	9E-63	62.045757490560675		3.85	[3.29-4.51]	Illumina [20370935] (imputed)	N
32	rs6501436	17	69106874	rs17765344	2016-02-12	25939597	Berndt SI	2015-05-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	4,600 European ancestry cases, 2,941 European ancestry controls	7,779 European ancestry cases, 7,623 European ancestry controls	17q24.3	BC039327, CASC17	CASC17			ENSG00000260785			rs17765344-A	rs17765344	0	17765344	intron_variant	0	0.48	4E-21	20.397940008672037		1.19	[1.15-1.23]	Illumina [1531807] (imputed)	N
32	rs6501436	17	69107673	rs8071558	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	17q24.3	NR	CASC17			ENSG00000260785			rs8071558-C	rs8071558	0	8071558	intron_variant	0	0.483	7E-11	10.154901959985743		1.14	[1.09-1.18]	Affymetrix [up to 19977088] (imputed)	N
32	rs6501436	17	69108753	rs1859962	2008-06-16	17603485	Gudmundsson J	2007-07-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17603485	Two variants on chromosome 17 confer prostate cancer risk, and the one in TCF2 protects against type 2 diabetes.	Prostate cancer	1,501 European ancestry cases, 11,290 European ancestry controls	1,992 European ancestry cases, 3,058 European ancestry controls	17q24.3	intergenic	CASC17			ENSG00000260785			rs1859962-G	rs1859962	0	1859962	intron_variant	0	0.46	3E-10	9.522878745280337		1.2	[1.14-1.27]	Illumina [310520]	N
32	rs6501436	17	69108753	rs1859962	2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	17q24.3	intergenic	CASC17			ENSG00000260785			rs1859962-G	rs1859962	0	1859962	intron_variant	0	0.46	1E-6	6.0		1.26	[NR]	Illumina [541129]	N
32	rs6501436	17	69108753	rs1859962	2009-12-29	19767753	Eeles RA	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767753	Identification of seven new prostate cancer susceptibility loci through a genome-wide association study.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	19,879 cases and 18,761 controls of European, East Asian, African American, Latino, and Hawaiian ancestry	17q24.3	NR	CASC17			ENSG00000260785			rs1859962-?	rs1859962	0	1859962	intron_variant	0	NR	2E-16	15.698970004336019				Illumina [541129]	N
32	rs6501436	17	69108753	rs1859962	2011-07-30	21743057	Schumacher FR	2011-07-08	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	7,358 European ancestry cases, 6,732 European ancestry controls	17q24.3	intergenic	CASC17			ENSG00000260785			rs1859962-G	rs1859962	0	1859962	intron_variant	0	NR	3E-11	10.522878745280337		1.27	[1.18-1.37]	Illumina [571243]	N
32	rs6501436	17	69108753	rs1859962	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	17q24.3	NR	CASC17			ENSG00000260785			rs1859962-G	rs1859962	0	1859962	intron_variant	0	0.48	2E-9	8.698970004336019		1.13	[1.08-1.17]	Affymetrix [up to 19977088] (imputed)	N
32	rs6501436	17	69108753	rs1859962	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	17q24.3	NR	CASC17			ENSG00000260785			rs1859962-G	rs1859962	0	1859962	intron_variant	0	0.48	8E-9	8.096910013008056	(European)	1.13	[1.09-1.18]	Affymetrix [up to 19977088] (imputed)	N
32	rs6501436	17	69108753	rs1859962	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	17q24.3	NR	CASC17			ENSG00000260785			rs1859962-G	rs1859962	0	1859962	intron_variant	0	0.48	1E-91	91.0		1.17	[1.16-1.19]	Illumina [20370935] (imputed)	N
32	rs4793528	17	69111098	rs9674957	2017-07-11	28441456	Lee MK	2017-04-25	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28441456	Genome-wide association study of facial morphology reveals novel associations with FREM1 and PARK2.	Facial morphology (factor 11, projection of the nose)	2,187 European ancestry individuals	NA	17q24.3	NR	CASC17			ENSG00000260785			rs9674957-A	rs9674957	0	9674957	intron_variant	0	0.3645	5E-6	5.301029995663981		0.1466	[0.084-0.209] unit decrease	Illumina [10677593] (imputed)	N
32	rs6501436	17	69118636	rs4793529	2014-11-07	24753544	Knipe DW	2014-04-21	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/24753544	Genetic variation in prostate-specific antigen-detected prostate cancer and the effect of control selection on genetic association studies.	Prostate cancer	1,146 European ancestry cases, 1,804 European ancestry controls	1,854 European ancestry cases, 1,437 European ancestry controls	17q24.3	SOX9, CALM2P1	CASC17			ENSG00000260785			rs4793529-T	rs4793529	0	4793529	intron_variant	0		2E-13	12.698970004336019		0.28	[0.20-0.35] unit increase	Illumina [514432] (imputed)	N
32	rs77753747	17	69123106	rs56347314	2017-05-11	27182965	Pickrell JK	2016-05-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27182965	Detection and interpretation of shared genetic influences on 42 human traits.	Chin dimples	58,032 European ancestry cases, 13,457 European ancestry controls	NA	17q24.3	KCNJ2, SOX9	CASC17			ENSG00000260785			rs56347314-?	rs56347314	0	56347314	intron_variant	0	NR	5E-12	11.301029995663981		1.108	[1.076-1.140]	Illumina [13537761] (imputed)	N
32	rs4793528	17	69125606	rs11654749	2013-02-27	23284291	Hancock DB	2012-12-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23284291	Genome-wide joint meta-analysis of SNP and SNP-by-smoking interaction identifies novel loci for pulmonary function.	Pulmonary function (smoking interaction)	50,047 European ancestry individuals	NA	17q24.3	SOX9, KCNJ2	CASC17			ENSG00000260785			rs11654749-T	rs11654749	0	11654749	intron_variant	0	0.39	1E-8	8.0	(FEV1, Ever-smoking)	0.017	[-0.00848-0.04248] unit decrease	NR [~ 2500000] (imputed)	N
32	rs4793528	17	69125606	rs11654749	2013-02-27	23284291	Hancock DB	2012-12-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23284291	Genome-wide joint meta-analysis of SNP and SNP-by-smoking interaction identifies novel loci for pulmonary function.	Pulmonary function (smoking interaction)	50,047 European ancestry individuals	NA	17q24.3	SOX9, KCNJ2	CASC17			ENSG00000260785			rs11654749-T	rs11654749	0	11654749	intron_variant	0	0.39	7E-8	7.154901959985743	(FEV1, Pack-years)	0.0	[-0.00008-0.00018] unit increase	NR [~ 2500000] (imputed)	N
32	rs4793528	17	69142628	rs9915190	2018-08-16	29921221	Cha S	2018-06-19	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/29921221	Identification of five novel genetic loci related to facial morphology by genome-wide association studies.	Nose morphology	5,643 Korean ancestry individuals	up to 1,940 Korean ancestry individuals	17q24.3	SOX9	CASC17			ENSG00000260785			rs9915190-A	rs9915190	0	9915190	intron_variant	0	0.45	2E-9	8.698970004336019	(Nasal tip protrusion)	0.016	[0.01-0.022] unit decrease	Affymetrix [311944]	N
32	rs4793528	17	69142628	rs9915190	2018-08-16	29921221	Cha S	2018-06-19	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/29921221	Identification of five novel genetic loci related to facial morphology by genome-wide association studies.	Nose morphology	5,643 Korean ancestry individuals	up to 1,940 Korean ancestry individuals	17q24.3	SOX9	CASC17			ENSG00000260785			rs9915190-A	rs9915190	0	9915190	intron_variant	0	0.45	2E-9	8.698970004336019	(Profile nasal area)	0.016	[0.01-0.022] unit decrease	Affymetrix [311944]	N
32	rs4793528	17	69142628	rs9915190	2018-08-16	29921221	Cha S	2018-06-19	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/29921221	Identification of five novel genetic loci related to facial morphology by genome-wide association studies.	Nose morphology	5,643 Korean ancestry individuals	up to 1,940 Korean ancestry individuals	17q24.3	SOX9	CASC17			ENSG00000260785			rs9915190-A	rs9915190	0	9915190	intron_variant	0	0.45	4E-7	6.3979400086720375	(Profile nasal angle)	0.004	[0.002-0.006] unit increase	Affymetrix [311944]	N
